Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|VinNumeroSerie|KilometrajeVehiculo|FechaPagoReal
1680|5005483|230|87032299|2|3FMCR9CN9SRF82418|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN0SRF84091|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|17|3FTTW8J33TRA05085|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF85031|0|2026-01-06 17:08:03|
1669|5023760|430|87032399|3|3FMCR9DA5SRF60184|0|2026-01-06 16:51:01|
1680|5005482|230|87032399|4|3FMCR9DA9SRF73374|0|2026-01-06 17:08:03|
1669|6900410|510|87034099|2|LJXBS5AC8TYF56284|0|2026-01-15 15:58:03|
1669|6900410|510|87034099|2|LJXBS5AC7TYF56910|0|2026-01-15 15:58:03|
1680|5005482|230|87032399|4|3FMCR9DA9SRF73763|0|2026-01-06 17:08:03|
1669|5023760|430|87032399|3|3FMCR9DA5SRF60623|0|2026-01-06 16:51:01|
1680|5005482|230|87032299|3|3FMCR9BNXSRF29471|0|2026-01-06 17:08:03|
1669|6007883|430|87042199|1|AFAHR6LJ3TP146555|0|2026-01-19 14:05:01|
1680|5005483|230|87045199|14|3FTTW8H37TRA14913|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN9SRF81141|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF64826|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|17|3FTTW8J39TRA21128|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN9SRF80331|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H37TRA16130|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN4SRF86263|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BNXSRF58906|0|2026-01-06 17:08:03|
1669|6000815|510|87032399|2|LJXBS5A31TYF71791|0|2026-01-31 11:06:01|
1680|5005482|230|87045199|15|3FTTW8S35TRA20301|0|2026-01-06 17:08:03|
1669|6900410|510|87034099|2|LJXBS5AC7TYF56311|0|2026-01-15 15:58:03|
1680|5005482|230|87032299|2|3FMCR9CN2SRF79876|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA9SRF74430|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN9SRF80394|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BNXSRF59313|0|2026-01-06 17:08:03|
1680|5005483|230|87032399|4|3FMCR9DA0SRF73845|0|2026-01-06 17:36:00|
1669|6900371|510|87043199|1|MPBFR6RD2TX737336|0|2026-01-05 14:57:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF83865|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF72246|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN9SRF73218|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|10|3FTTW8SA5TRA37842|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H37TRA30089|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J33TRA13932|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|13|3FTTW8A32TRA17230|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN2SRF72962|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|15|3FTTW8S35TRA14496|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J36TRA12743|0|2026-01-06 17:08:00|
1669|6900410|510|87034099|2|LJXBS5AC7TYF50315|0|2026-01-15 15:58:03|
1680|5005482|230|87032399|4|3FMCR9DA9SRF78770|0|2026-01-06 17:08:03|
1669|6000815|510|87032399|2|LJXBS5A31TYF67501|0|2026-01-31 11:06:01|
1680|5005482|230|87045199|13|3FTTW8A33TRA14773|0|2026-01-06 17:08:03|
1669|6000815|510|87032399|2|LJXBS5A34TYF73020|0|2026-01-31 11:06:01|
1680|5005483|230|87045199|14|3FTTW8H38TRA00776|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF82585|0|2026-01-06 17:36:00|
1669|6900409|510|87034099|2|5LMPJ8K44TJ020916|0|2026-01-16 11:13:01|
1680|5005483|230|87045199|17|3FTTW8J39TRA15619|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF81839|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H36TRA13171|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CNXSRF81326|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BNXSRF62647|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN2SRF68118|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DAXSRF61296|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|16|3FTTW8B30TRA06189|0|2026-01-06 17:36:00|
1669|6900410|510|87034099|2|LJXBS5AC6TYF56493|0|2026-01-15 15:58:03|
1680|5005482|230|87032399|4|3FMCR9DAXSRF73545|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN0SRF79988|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|13|3FTTW8A33TRA19617|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|17|3FTTW8J33TRA16071|0|2026-01-06 17:36:00|
1669|6900371|510|87043199|1|MPBFR6RD7TX737333|0|2026-01-05 14:57:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF80903|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF75714|0|2026-01-06 17:08:03|
1669|6900370|510|87032399|1|LJXBS5A32TYF61125|0|2026-01-03 09:35:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF79928|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H36TRA16054|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN2SRF83121|0|2026-01-06 17:08:03|
3949|5104841|071|85371004|64|601405|0|2026-01-09 13:40:01|
1669|5023760|430|87032399|3|3FMCR9DA5SRF60900|0|2026-01-06 16:51:01|
1680|5005482|230|87045199|15|3FTTW8S35TRA01652|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J36TRA17473|0|2026-01-06 17:08:00|
1669|6900410|510|87034099|2|LJXBS5AC6TYF52282|0|2026-01-15 15:58:03|
1680|5005482|230|87032399|4|3FMCR9DAXSRF73884|0|2026-01-06 17:08:03|
1669|5023760|430|87032399|3|3FMCR9DA6SRF59786|0|2026-01-06 16:51:01|
1680|5005482|230|87032299|3|3FMCR9BNXSRF68514|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CNXSRF80029|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|14|3FTTW8B39TRA16994|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF78648|0|2026-01-06 17:36:00|
1669|6900409|510|87034099|2|5LMPJ8K47TJ016861|0|2026-01-16 11:13:01|
1680|5005482|230|87032299|3|3FMCR9BN9SRF76121|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN6SRF77967|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H36TRA32870|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J33TRA22307|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|13|3FTTW8A34TRA18847|0|2026-01-06 17:08:03|
1669|5023760|430|87032399|3|3FMCR9DA6SRF59965|0|2026-01-06 16:51:01|
1680|5005482|230|87032399|4|3FMCR9DAXSRF74694|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J37TRA11018|0|2026-01-06 17:08:00|
1680|5005484|230|87045199|14|3FTTW8B3XTRA10668|0|2026-01-06 17:08:00|
1669|5023804|430|87038001|1|3FMTR1R43SMA60154|0|2026-01-05 14:38:01|
1680|5070742|240|87038001|2|3FMTK1S58SMA64823|0|2026-01-08 17:17:04|
1680|5005482|230|87032299|3|3FMCR9BN2SRF77658|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN0SRF84820|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|14|3FTTW8B31TRA11370|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF76172|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J32TRA42760|0|2026-01-06 17:36:00|
1669|6900409|510|87034099|2|5LMPJ8K40TJ014739|0|2026-01-16 11:13:01|
1680|5005483|230|87032299|2|3FMCR9CN6SRF70775|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H37TRA09842|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN0SRF85790|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BNXSRF73003|0|2026-01-06 17:08:03|
1680|5070742|240|87038001|2|3FMTK1S58SMA61422|0|2026-01-08 17:17:04|
1669|5023804|430|87038001|1|3FMTR1R48SMA60215|0|2026-01-05 14:38:01|
1680|5005483|230|87043199|11|3FTTW8BA7TRA14532|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|11|3FTTW8BA7TRA21836|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A30TYF68574|0|2026-01-03 09:35:00|
1680|5005482|230|87032299|2|3FMCR9CN0SRF85479|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN7SRF84816|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|17|3FTTW8J34TRA00705|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H37TRA15589|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN4SRF86425|0|2026-01-06 17:08:03|
1680|5005484|230|87032299|3|3FMCR9BN9SRF74188|0|2026-01-06 17:08:00|
1680|5005483|230|87045199|17|3FTTW8J32TRA23416|0|2026-01-06 17:36:00|
1669|5000252|430|87038001|1|WF0TK3SU3SMA58026|0|2026-01-07 17:42:01|
1680|5005483|230|87045199|14|3FTTW8H37TRA18735|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN0SRF85966|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN8SRF29419|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN0SRF85949|0|2026-01-06 17:08:03|
1680|5005484|230|87032299|3|3FMCR9BN5SRF77041|0|2026-01-06 17:08:00|
1680|5005484|230|87032399|4|3FMCR9DAXSRF63582|0|2026-01-06 17:08:00|
1680|5005483|230|87043199|11|3FTTW8BA7TRA23442|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A30TYF67392|0|2026-01-03 09:35:00|
1680|5005482|230|87032299|2|3FMCR9CN2SRF86455|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA5SRF74232|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN0SRF86132|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|14|3FTTW8H38TRA00678|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A34TRA15785|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A31TYF68051|0|2026-01-03 09:35:00|
1669|6900409|510|87034099|2|5LMPJ8K43TJ019188|0|2026-01-16 11:13:01|
1680|5005482|230|87043199|12|3FTTW8JA0TRA22652|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|6|3FTCW8PAXTRA13030|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J34TRA08898|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF79640|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN3SRF70295|0|2026-01-06 17:08:03|
1669|6900370|510|87032399|1|LJXBS5A3XTYF68467|0|2026-01-03 09:35:00|
1669|6900410|510|87032399|1|LJXBS5A32TYF60010|0|2026-01-15 15:58:03|
1680|5005483|230|87043199|11|3FTTW8BA8TRA07590|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A39TYF68489|0|2026-01-03 09:35:00|
1680|5005482|230|87032299|2|3FMCR9CN3SRF75982|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN6SRF78522|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CNXSRF79236|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|10|3FTTW8SA0TRA17854|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JA0TRA26006|0|2026-01-06 17:08:03|
1669|6900370|510|87032399|1|LJXBS5A30TYF69093|0|2026-01-03 09:35:00|
1680|5005483|230|87045199|17|3FTTW8J32TRA15767|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN5SRF80327|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A31TYF67370|0|2026-01-03 09:35:00|
1680|5005482|230|87032299|2|3FMCR9CN0SRF86311|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA6SRF37240|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CNXSRF81617|0|2026-01-06 17:08:03|
1680|5005484|230|87032299|3|3FMCR9BN5SRF82272|0|2026-01-06 17:08:00|
1669|6900410|510|87032399|1|LJXBS5A30TYF60202|0|2026-01-15 15:58:03|
1680|5005483|230|87043199|11|3FTTW8BA8TRA14104|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A39TYF67374|0|2026-01-03 09:35:00|
1680|5005482|230|87032299|2|3FMCR9CNXSRF82993|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN6SRF77483|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A39TRA16253|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A31TYF68566|0|2026-01-03 09:35:00|
1680|5005483|230|87032299|3|3FMCR9BN5SRF79856|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN1SRF79675|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF77074|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN5SRF79226|0|2026-01-06 17:36:00|
1669|6900370|510|87032399|1|LJXBS5A32TYF67376|0|2026-01-03 09:35:00|
1680|5005484|230|87032299|3|3FMCR9BN5SRF77010|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF75958|0|2026-01-06 17:36:00|
1669|6000815|510|87032399|2|LJXBS5A30TYF72107|0|2026-01-31 11:06:01|
1680|5005482|230|87032299|3|3FMCR9BN9SRF73204|0|2026-01-06 17:08:03|
1669|6900410|510|87032399|1|LJXBS5A34TYF59764|0|2026-01-15 15:58:03|
1680|5005483|230|87043199|11|3FTTW8BA8TRA16340|0|2026-01-06 17:36:00|
1680|5005484|230|87032299|3|3FMCR9BN6SRF74021|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|2|3FMCR9CNXSRF84100|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA6SRF73381|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|7|3FTTW8NA8TRA21825|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|14|3FTTW8B32TRA14827|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|3|3FMCR9BN5SRF78285|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J3XTRA14320|0|2026-01-06 17:36:00|
1680|5005484|230|87032399|4|3FMCR9DA7SRF74801|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|3|3FMCR9BN5SRF77119|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|14|3FTTW8B34TRA12447|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CNXSRF78281|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF64927|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN3SRF78297|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A30TRA00524|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|16|3FTTW8B35TRA07578|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|11|3FTTW8BA8TRA22333|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|5|3FTCW8TA7TRA23262|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN3SRF79546|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN3SRF80440|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A39TRA19928|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A3XTRA14303|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN4SRF59436|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF78001|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN1SRF78896|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN4SRF44161|0|2026-01-06 17:36:00|
1669|5023760|430|87032399|3|3FMCR9DA1SRF60943|0|2026-01-06 16:51:01|
1680|5005483|230|87045199|13|3FTTW8A3XTRA00577|0|2026-01-06 17:36:00|
1680|5005482|230|87032399|4|3FMCR9DA6SRF73770|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN3SRF81636|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A30TRA13824|0|2026-01-06 17:36:00|
1669|6900410|510|87032399|1|LJXBS5A33TYF59755|0|2026-01-15 15:58:03|
1680|5005483|230|87043199|11|3FTTW8BA8TRA23840|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN0SRF79764|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN3SRF82804|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN3SRF79059|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JAXTRA19127|0|2026-01-06 17:08:03|
1669|5023760|430|87032399|3|3FMCR9DA2SRF59851|0|2026-01-06 16:51:01|
1680|5005483|230|87032299|3|3FMCR9BN4SRF43902|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF78841|0|2026-01-06 17:08:03|
1680|5005484|230|87032399|4|3FMCR9DA7SRF82817|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|3|3FMCR9BN4SRF42927|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A3XTRA00725|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A3XTRA13877|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN3SRF78221|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN3SRF84584|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BNXSRF75866|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN2SRF78730|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN5SRF75578|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A30TRA15234|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN3SRF85508|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA6SRF74689|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A3XTRA15323|0|2026-01-06 17:36:00|
1669|5023760|430|87032399|3|3FMCR9DA2SRF60031|0|2026-01-06 16:51:01|
1680|5005483|230|87032299|3|3FMCR9BN3SRF85655|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J34TRA12742|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|3|3FMCR9BN9SRF79875|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN3SRF84814|0|2026-01-06 17:36:00|
1669|5023760|430|87032399|3|3FMCR9DA2SRF60255|0|2026-01-06 16:51:01|
1680|5005482|230|87043199|12|3FTTW8JAXTRA11982|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN8SRF43000|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN3SRF85895|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN0SRF80462|0|2026-01-06 17:36:00|
1669|6900410|510|87032399|1|LJXBS5A31TYF60144|0|2026-01-15 15:58:03|
1680|5005482|230|87032299|3|3FMCR9BN5SRF77024|0|2026-01-06 17:08:03|
1669|6900408|510|87034099|2|LJXBS5AC6TYF62892|0|2026-01-19 13:28:02|
1680|5005482|230|87032299|2|3FMCR9CN6SRF75457|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN3SRF77036|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A3XTRA16052|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A3XTRA00403|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN3SRF84179|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN9SRF80573|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN7SRF80216|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN3SRF83436|0|2026-01-06 17:36:00|
1669|5023760|430|87032399|3|3FMCR9DA2SRF60773|0|2026-01-06 16:51:01|
1669|5000252|430|87038001|1|WF0TK3SUXSMA60050|0|2026-01-07 17:42:01|
1680|5005483|230|87032299|2|3FMCR9CN3SRF75495|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN6SRF76799|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A30TRA16058|0|2026-01-06 17:36:00|
1669|6900410|510|87032399|1|LJXBS5A35TYF60163|0|2026-01-15 15:58:03|
1680|5005482|230|87032299|3|3FMCR9BN5SRF78190|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN0SRF81059|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN6SRF78102|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA7SRF61143|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|17|3FTTW8J3XTRA23423|0|2026-01-06 17:36:00|
1669|5023760|430|87032399|3|3FMCR9DA2SRF71109|0|2026-01-06 16:51:01|
1680|5005483|230|87032299|3|3FMCR9BN3SRF82819|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN2SRF82567|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|12|3FTTW8JA6TRA09338|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN3SRF81623|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A39TRA16737|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JAXTRA08676|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN3SRF58163|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN6SRF79606|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN0SRF81773|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|16|3FTTW8B35TRA14367|0|2026-01-06 17:36:00|
1669|6900410|510|87032399|1|LJXBS5A34TYF60039|0|2026-01-15 15:58:03|
1680|5005482|230|87045199|15|3FTTW8S34TRA23464|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CNXSRF85456|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN2SRF84799|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN3SRF76082|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN6SRF62998|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN3SRF67124|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|9|3FTTW8HA8TRA14546|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN1SRF78137|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN3SRF64353|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN6SRF66856|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN3SRF73277|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA7SRF73650|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|2|3FMCR9CN6SRF80979|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN0SRF83149|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN2SRF76850|0|2026-01-06 17:08:03|
1669|6900410|510|87032399|1|LJXBS5A33TYF59867|0|2026-01-15 15:58:03|
1680|5005483|230|87045199|13|3FTTW8A30TRA17727|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN6SRF83137|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN2SRF83877|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JAXTRA02313|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN6SRF69790|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN3SRF59475|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J34TRA05449|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN2SRF81256|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A34TRA14880|0|2026-01-06 17:36:00|
1669|5023760|430|87032399|3|3FMCR9DA3SRF59874|0|2026-01-06 16:51:01|
1680|5005482|230|87032299|3|3FMCR9BN3SRF71481|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN2SRF82650|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN6SRF84353|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN0SRF84009|0|2026-01-06 17:36:00|
1669|6900410|510|87034099|2|LJXBS5ACXTYF56920|0|2026-01-15 15:58:03|
1680|5005483|230|87045199|16|3FTTW8B36TRA03569|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU6SMA64869|0|2026-01-08 17:17:04|
1680|5005482|230|87032299|2|3FMCR9CN6SRF85843|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA7SRF74586|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN3SRF65048|0|2026-01-06 17:08:03|
1669|5023760|430|87032399|3|3FMCR9DA3SRF60054|0|2026-01-06 16:51:01|
1680|5005483|230|87045199|13|3FTTW8A39TRA19377|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|17|3FTTW8J34TRA13096|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|9|3FTTW8HA0TRA31681|0|2026-01-06 17:36:00|
