Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
3949|5000068|480|6|INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN|1|2026-01-08 15:25:02|
1680|5070745|240|6|5|1|2026-01-07 16:46:03|
3949|5060521|070|1|10-H1 PLANTA 1210 EF18A EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O|1|2026-01-07 14:11:01|
3949|5001067|070|9|00B-549B-4DFF-AEDC-67C1A49A0AD2. , 5E5B8323-EDFE-40E8-A04A-5D40F02CE398. , 619CA72B-AB9E-4510-82E1-4BE18231CE9A. , 6695D|1|2026-01-05 18:07:01|
3949|5005113|160|33|CARTA PORTE:085BCF14-85F0-43EB-81E6-1BAA60C7B6F7,09E2D4C4-ABD9-4E2E-AA0F-4063444869D6,0CA14022-E5F6-4EAF-8F71-9E92F96AE2|1|2026-01-07 13:36:06|
3949|5060554|071|4|ENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANS|1|2026-01-06 10:44:01|
1669|5000228|810|12|FLETES: 0.05319|1|2026-01-08 15:41:00|
3147|5038333|470|1|LA PRESENTE OPERACION SE EFECTUA DE CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES.UUID CARTA PORTE:0B0|1|2026-01-08 18:46:01|
1680|5031268|800|6|D PISO 5 NO. EXT. 100 COL. SAN MATEO NOPALA, NAUCALPAN NO. 100, JUAREZ ESTADO DE MEXICO. C.P. 53126. RFC: FMO8304236C5.|1|2026-01-12 16:00:01|
1680|6002885|240|9|: USA DEBE SER: CHNSE ACTUALIZO EL VALOR DOLARES DICE 132,570.6600 DEBE DECIR 133,834.0200|2|2026-01-14 17:45:08|
1680|5070744|240|2|5319, SEGUROS 0.00001,OTROS 0.01085) LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE|1|2026-01-07 15:04:04|
1680|5092189|240|5|EL 1 AL 31 DE DICIEMBRE DEL 2025|1|2026-01-09 14:53:02|
3147|5000150|470|8|E AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 02 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE|1|2026-01-08 14:05:01|
3949|5060524|071|3|BA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-|1|2026-01-08 12:47:01|
1680|6002482|800|5|0-2025-5374 DEL 26 DE AGOSTO DEL 2005, CON PRORROGA DE 10 AÑOS A PARTIR DEL 01 DESEPTIEMBRE DEL 2015.PE: 01111|1|2026-01-16 09:57:00|
3147|5023953|650|6|CARTA PORTE: A9FB99E5-0B37-49AC-9478-2D42A037E315,F34335FE-0682-4493-AF4F-396511F9FB60UUID CARTA PORTE:A9FB99E5-0B37-49A|1|2026-01-08 16:14:00|
1733|5000320|640|5|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 14:31:02|
1680|5001378|270|3|NSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INI|1|2026-01-08 18:09:02|
1680|5005478|230|2|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INI|1|2026-01-07 12:19:01|
3569|5000186|120|9|TR: FACIL EUROPE BV;BE 0469 459 412;96014562;20-08-2025;COVE257UPFUW8;EUR;11,197.010 FACTR: FACIL EUROPE BV;BE 0469 459|1|2026-01-05 09:31:02|
3147|5000826|850|6|DECLARA ESTE ULTIMO|1|2026-01-08 14:05:13|
1680|5035191|800|3|EMBRE DEL 2029.LA PRESENTE OPERACION SE EFECTUA BAJOCONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART|1|2026-01-08 17:13:00|
1680|5005476|230|3|-00-2025-5374  OTORGADO EL 22 DE AGOSTO DEL 2025,  LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION A|1|2026-01-05 19:05:01|
1869|6000029|180|8|IONES LAS MERCANCIAS PARA LOS PROCESOS DE TRANSFORMACION, ENSAMBLE O REPARACION. PLANTA DESTINO: HERMOSILLO CLAVE 1309D|1|2026-01-12 13:04:01|
1680|5031297|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 25 52 1029|1|2026-01-09 15:43:03|
1680|5005477|230|5|UA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA. CPC: 17-F2 A|1|2026-01-06 19:04:02|
1669|6900401|510|6|EZAS VIAJAN DENTRO DEL CONTENEDOR UACU5657398FORD MOTOR COMPANY S.A. DE C.V. / 3552 PIEZAS VIAJAN DENTRO DEL CONTENEDOR|2|2026-01-13 17:15:03|
1669|5000031|510|5|PLANTA: AP23A 11-F2. MATERIAL: PRODUCTIVO.|1|2026-01-08 09:37:00|
1680|5070752|240|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 16:34:06|
1680|6000842|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25-24-1680-5092156ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DE|1|2026-01-16 16:54:01|
1680|5092189|240|3|EL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.LA PRESENTE OPERACION SE EFECTUA BAJO CO|1|2026-01-09 14:53:02|
1680|5000388|230|4|CONFORMIDAD CON LA RCGMCE 5.1.4 VIGENTE ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISC|1|2026-01-07 14:56:00|
1669|6900345|430|4|DICE: IDENTIFICACION GRANDE CAMEROON SR DEBE DECIR: DICE: IDENTIFICACION GRANDE CAMEROON 0005/2026 EDOCUMENTINCREMENTAB|2|2026-01-03 11:03:02|
3949|5004814|160|11|PLANTA: AP23A , CPC:11-F2. MATERIAL:PRODUCTIVO/FACTORIA.|1|2026-01-08 11:59:04|
1680|5070745|240|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 16:46:03|
3949|5104877|071|6|ON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.|1|2026-01-09 15:40:01|
1669|5000220|810|11|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULA|1|2026-01-08 15:19:05|
1669|5000031|510|2|EL FACTOR DE AJUSTE DE INCREMENTABLES PARA EL MES DE DICIEMBRE 0.06405 : (FLETES: 0.05319, SEGUROS: 0.00001, OTROS: 0.01|1|2026-01-08 09:37:00|
1680|5031290|800|6|FISCAL:  500-00-00-00-00-2025-5374EMPRESA QUE RECIBE:: (FORD DRAGON) NOMBRE: FORD MOTOR COMPANY RFC: FMO8304236C5  DOMI|1|2026-01-14 08:38:00|
1680|6002483|800|2|VAMENTE DE CONFORMIDADCON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUALDE OPERA|1|2026-01-16 10:01:00|
1680|5035186|800|5|LAS REGLASGENERALES DE COMERCIO EXTERIOR (RGCE).ESTA UNIDAD PROTOTIPO SE IMPORTARON CON EL PEDIMENTO CLAVE F2 25 24 1680|1|2026-01-08 12:02:02|
3147|5000017|521|1|11-H1 - AP24AP|1|2026-01-08 17:48:00|
1669|6900371|510|3|ICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE|1|2026-01-05 14:57:00|
1680|5092186|240|3|CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD|1|2026-01-08 10:01:06|
1680|5031270|800|7|ITO FISCAL: 500-00-00-00-00-2025-5374EMPRESA QUE RECIBE: FORD MOTOR COMPANY S.A. DE C.V. DOMICILIO: AVENIDA CRISTOBAL CO|1|2026-01-09 15:40:06|
3147|5038318|470|4|CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029UUID CARTA PORTE: 9453982C-3B25-46D0-BD20-50F5B6D|1|2026-01-08 18:42:00|
1680|5005482|230|6|ENTE. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.19 (1.9.17) Y 3.1.32 DE LAS RGCE VIGENTES, AR|1|2026-01-06 17:08:03|
3949|5001068|070|4|74 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. TIPO DE MATERIAL: RACKS.|1|2026-01-05 19:55:00|
1680|5092192|240|3|VIEMBRE DEL 2029. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES,|1|2026-01-05 17:38:01|
3569|5027507|232|7|LLO C.P. 83290 HERMOSILLO SONORA NATIONAL MATERIAL OF MEXICO S. DE RL DE CV  MATRICULAS: XA-UZI N383TR N783TW N569TR XA-|1|2026-01-08 09:45:01|
3147|5037998|470|6|30-4BE5-B745-288A8825122E|1|2026-01-09 20:12:00|
1680|5031257|800|8|ITLAN RFC: FMO8304236C5 NUMERO DE AUTORIZACION DE DEPOSITO FISCAL: 500-00-00-00-00-2025-5374 AUTOPISTA MEXICO QUERETARO,|1|2026-01-12 09:46:01|
1680|5018471|800|3|CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMID|1|2026-01-08 15:33:12|
3147|5005657|850|7|DICIEMBRE DEL 2025UUID CARTA PORTE:0433AB17-EC76-4F28-AA3F-6E7E1F5CAFE3,3F9DD8F6-A440-442B-A966-FB4E9328FDBD,6D96A3B5-1C|1|2026-01-08 21:10:03|
3376|6001547|240|76|VIAM MANUFACTURING MEXICO SA DE CV CARR SAN ISIDRO LA SOLEDAD KM 16 PALO ALTO 20330|2|2026-01-16 10:05:08|
1669|6900370|510|14|SDVALOR ADUANA: 209389521.00 MXPPRECIO PAGADO/VALOR COMERCIAL: 196547745.00 MXPDEBE DECIR:VALOR DOLARES: 11681554.06 USD|2|2026-01-03 09:35:00|
1669|5022895|430|3|MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DEADU|1|2026-01-07 10:06:00|
1680|5031279|800|8|R. GSBC: ERUJC|1|2026-01-08 16:47:03|
1680|5005476|230|2|LA LEY ADUANERA. ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. NO. 500-00-00-00|1|2026-01-05 19:05:01|
1680|5005480|230|2|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INI|1|2026-01-06 19:04:02|
1680|5031277|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 26 07 1862|1|2026-01-13 10:44:01|
1669|6900409|510|1|MARCAS, NUMERO, TOTAL DE BULTOS:89 VEHICULOSRECINTO: 259 (SSA)PESO BRUTO:188,152.00 KGLA PRESENTE OPERACION SE REALIZA E|2|2026-01-16 11:13:01|
1669|5023109|430|10|S VIAJAN DENTRO DEL CONTENEDOR SUDU8913577FORD MOTOR COMPANY SA DE CV /  4752 PIEZAS VIAJAN DENTRO DEL CONTENEDOR MRSU52|1|2026-01-02 16:46:00|
3949|5060523|071|1|10-H1 PLANTA 1210 EF18A EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O|1|2026-01-08 12:49:05|
1669|5023109|430|18|MOTOR COMPANY SA DE CV /   500 PIEZAS VIAJAN DENTRO DEL CONTENEDOR CAAU6084203FORD MOTOR COMPANY SA DE CV /  1344 PIEZAS|1|2026-01-02 16:46:00|
1669|6900345|430|11|ERENCIASCONTRIBFPIMPORTEDTA02198IVA038404DICE:VALOR DOLARES: 4902610.71 USDVALOR ADUANA: 87777322.00 MXPPRECIO PAGADO/VA|2|2026-01-03 11:03:02|
1680|5005484|230|7|T. 37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO DEL 1 AL 31 DE DICIEMBRE DEL 2025. PLANTA AP24A CPC 17-I1.|1|2026-01-06 17:08:00|
3949|5001067|070|18|BCF-E17F-4BC8-BC81-AAFE959E276D. , CC6F582C-28F4-4255-B046-B77A7944358B. , CFC66B22-063C-4B87-8A19-E3FEE50EBE4E. , D8F8A|1|2026-01-05 18:07:01|
1680|5005480|230|7|FISCAL PARA LAINDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOSLINEAMIENTOS DE FUNCIO|1|2026-01-06 19:04:02|
1669|5000222|810|10|LOS CONOCIMIENTOS MARITIMOS: MEDURE064288,MEDURE036328. SE SUBDIVIDEN DE CONFORMIDAD CON EL ART.36A DE LA LEY ADUANERA Y|1|2026-01-08 15:44:00|
1680|6011238|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX978351-98288-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA D|1|2026-01-15 18:33:15|
3949|5060547|071|6|INCREMENTABLE CORRESPONDIENTE DEL DICIEMBRE 2025 .06405 FLETES .05319, SEGUROS .00001 OTROS .01085 LA PRESENTE OPERACION|1|2026-01-08 19:55:02|
3949|6310001|670|1|FACTOR INCREMENTABLE CORRESPONDIENTE A 0.05294 ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSIT|1|2026-01-08 14:33:01|
1680|5031279|800|7|INE PLANT, AV. CRISTOBAL COLON 13300 COMPLEJO INDUSTRIAL CHIHUAHUA - CHIHUAHUA, C.P.31136, MEXICO - PLANT 4133A - DOCK D|1|2026-01-08 16:47:03|
1680|5035183|800|4|O CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.PLANTA 01210 CHIHUAHUA/RACKS|1|2026-01-06 15:38:13|
3949|5001068|070|5|PEDIMENTO CONSOLIDADO 1 AL 31 DE DICIEMBRE DE 2025. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9|1|2026-01-05 19:55:00|
3147|5038482|470|1|AREA PDPLANTA: 05008TIPO DE MATERIAL:PROTOTIPOEL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA|1|2026-01-08 15:49:01|
1669|5003243|510|1|LA PRESENTE OPERACION SE EFECTUA DE CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES.LA PRESENTE OPERACIO|1|2026-01-07 17:18:01|
3147|5038304|470|1|LA PRESENTE OPERACION SE EFECTUA DE CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES.UUID CARTA PORTE: 08|1|2026-01-08 11:58:02|
1669|5023109|430|4|DOR MRSU6154859FORD MOTOR COMPANY SA DE CV /   325 PIEZAS VIAJAN DENTRO DEL CONTENEDOR TCNU1533062FORD MOTOR COMPANY SA|1|2026-01-02 16:46:00|
3949|5060534|071|6|PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025. PLANTA ENSAMBLADORA 1810 BATERIAS HWQXA - CBAP // 10H1|1|2026-01-08 17:52:02|
3949|5060536|070|2|9, SEGUROS .00001 OTROS 0.01085. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS|1|2026-01-06 11:37:02|
1669|5003243|510|2|N SE EFECTUA DE CONFORMIDAD CON EL ART.37 DE LA LEY ADUANERANUMERO DE MARCAS Y TOTAL DE BULTOS:FORD MOTOR COMPANY S.A. D|1|2026-01-07 17:18:01|
1680|5050296|800|5|DICIEMBRE DEL 2025. PLANTA: AP23A, CPC 10-H1.|1|2026-01-08 15:47:01|
1680|5031302|800|4|ERMEX,NOEXT 1681, CP: 32575, CIUDAD JUAREZ CHIHUAHUACP: 32575 GSDB: I9855 CODIGO NO: 1101 PLANTA: AP23AEMPRESA COMPRADOR|1|2026-01-12 17:03:02|
3147|5009553|521|1|FACTURAS INTERNAS: 754577UUID CARTA PORTE:883200A5-00FE-4E99-A129-E762DB2B861ALA PRESENTE OPERACION DE EFECTUA DE CONFOR|1|2026-01-08 19:13:02|
1680|5031259|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 26 48 4117|1|2026-01-15 12:06:03|
3147|5009246|521|2|B6CE632SE REALIZA LA PRIMERA SUBDIVISION DE GUIA AEREA,SALEN 1 DE BULTO 1 KGS, SE RELACIONA CON EL PEDIMENTO 3147-500951|1|2026-01-08 18:30:01|
1680|5092148|240|5|E APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACION ADUANARA EN VIGOR. SE HA|1|2026-01-07 10:08:01|
1680|5070745|240|4|03728, SEGUROS 0.00001,OTROS 0.01099) LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 D|1|2026-01-07 16:46:03|
3949|5104846|071|1|PLANTA: 1202. TIPO DE MATERIAL: REFACCIONES. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3|1|2026-01-08 15:47:01|
3949|5004815|160|4|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULA|1|2026-01-08 11:59:06|
3949|5104832|071|5|4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE O|1|2026-01-06 14:31:01|
3129|5026337|240|14|CP 76220 FAURECIA SISTEMAS AUTOMOTRICES, KM.9.5 CARRETERA CONSTITUCION,QUERETARO QRTO. CP.76100 AMER AXLE & MFG. AV. COM|1|2026-01-14 09:03:03|
3376|6001547|240|87|BROSE MEXICO SA DE CV CALLE 2 NO 7 FRACC IND BENITO JZ QUERETARO 76120|2|2026-01-16 10:05:08|
3949|5000635|670|3|, DINGHU DISTRICT,ZHAOQING CITY, TAX ID:91441203MA4X5FJM30 TRANSFIERE: FACTORIA INDUSTRIAL RETORNO MARIO VARGAS LLOSA 10|1|2026-01-12 10:16:01|
3949|5005339|160|2|DENTIFICADAS A NIVEL INDIVIDUAL MEDIANTE NUMERO DE PARTE Y/O CODIGO.|1|2026-01-08 17:11:01|
1669|6001582|810|2|BE DECIR: COVE267WKX145 DICE: COVE257VK3Z56DEBE DECIR: COVE267WKX0H6SE AGREGA ED: 01922616OQX85ESTA OPERACION SE REALIZA|2|2026-01-17 11:01:00|
1680|6011234|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-14 18:07:08|
3949|5060537|071|4|URERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMEN|1|2026-01-05 17:11:05|
1669|6900370|510|7|ALOR, ADUANA, VALOR DOLARES Y PRECIO PAGADO INCREMENTABLEEDOCUMENT DICE: 01922516DAXY3EDOCUMENT DEBE DECIR:01922616F5KL1|2|2026-01-03 09:35:00|
3147|5038407|470|1|AREA PDPLANTA: 05008TIPO DE MATERIAL:PROTOTIPOEL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA|1|2026-01-08 15:18:01|
3569|5025866|232|15|5.400 FACTR: ROBERT BOSCH LLC;362903176;7786890;08-12-2025;COVE257V67T66;USD;32,952.000 FACTR: CAMCAR LLC;20051172;77895|1|2026-01-05 14:40:01|
3949|5060542|071|1|PEDIMENTO CONSOLIDADO DEL 01 AL 07 DE DICIEMBRE DEL 2025 EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA L|1|2026-01-10 12:39:01|
1680|5092191|240|1|PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVO REFACCIONESESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE|1|2026-01-09 12:43:03|
3949|5060554|071|6|NCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMB|1|2026-01-06 10:44:01|
3147|5005696|850|2|0FEE13-B9ED-401E-B831-95B9461F9096,D2B60B9F-DD9F-4F2B-891A-6DE2397BB017,F83F59D5-E369-4787-B5E5-E1790DE0872F|1|2026-01-08 12:15:07|
1680|5000912|240|3|PE:01410OPERACION DEL 01/12/2025 AL 31/12/2025|1|2026-01-14 12:06:02|
3949|5104877|071|2|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODUL|1|2026-01-09 15:40:01|
1669|5023109|430|20|7274FORD MOTOR COMPANY SA DE CV /   500 PIEZAS VIAJAN DENTRO DEL CONTENEDOR MRSU5844504|1|2026-01-02 16:46:00|
1680|5000952|240|4|OPERACION, BAJO EL OFICIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACIONCONFORME AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5|1|2026-01-09 17:43:16|
1680|6000834|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|2|2026-01-13 17:35:03|
3949|5004822|160|5|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 18:28:07|
1680|5031274|800|2|5199826 EMPRESA QUE ENAJENA: HARMAN BECKER AUTOMOTIVE SYSTEMS, INC. TRANSFIERE: HARMAN BECKER AUTOMOTIVE SYSTEMS, INC|1|2026-01-08 16:47:01|
1680|5031275|800|4|QUERETARO, QUERETARO, MEXICO. CP: 76220 RFC: HME970227D71  IMMEX: 3816-2006EMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. D|1|2026-01-08 16:47:00|
1680|5031262|800|6|36C5. NUMERO DE AUTORIZACION DE DEPOSITO FISCAL: 500-00-00-00-00-2025-5374EMPRESA QUE RECIBE:: (FORD DRAGON) NOMBRE: FOR|1|2026-01-09 16:39:03|
3949|5004822|160|6|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULA|1|2026-01-08 18:28:07|
1680|5092187|240|4|AS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 1 AL 31 DE DICIEMBRE DEL 2025|1|2026-01-12 15:57:02|
1680|5005478|230|5|ICIEMBRE FLETE.  0. 05319  SEGUROS 0.00001 OTROS INCREMENTABLES 0.01085 LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARAD|1|2026-01-07 12:19:01|
1680|5035180|800|9|2122025-A. , APO-PT-12122025YG. , APO-PT-12152025C. , APO-PT-12182025YG. , APO-PT-25112025A. , APO-PT-28112025AC. , FHTZ|1|2026-01-19 16:02:02|
1680|6002483|800|4|LOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCALNO. 500-00-00-00-0|1|2026-01-16 10:01:00|
1680|5005499|230|5|RANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA M|1|2026-01-07 12:19:03|
1680|5035181|800|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-06 17:31:00|
3949|5000638|672|2|ACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MO|1|2026-01-02 15:58:01|
1680|5092187|240|1|PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVO - CONSUMIBLEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION D|1|2026-01-12 15:57:02|
1669|5000230|810|2|PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.|1|2026-01-05 14:12:00|
1669|5000224|810|6|LOS CONOCIMIENTOS MARITIMOS: MEDUW6463717,MEDUKJ489930,MEDUW6494670. SE SUBDIVIDEN DE CONFORMIDAD CON EL ART. 36A DE LA|1|2026-01-08 15:39:02|
1680|5031285|800|6|-00-00-00-00-2025-5374EMPRESA QUE RECIBE: FORD MOTOR COMPANY SA DE CV, FMO8304236C5, BOULEVARD HENRY FORD, 33, ESQ LINCO|1|2026-01-13 10:45:03|
3949|5060521|070|4|74 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. TIPO DE MATERIAL: RACKS.|1|2026-01-07 14:11:01|
3949|5104846|071|4|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULA|1|2026-01-08 15:47:01|
1680|5000388|230|6|NOVIEMBRE DEL 2029|1|2026-01-07 14:56:00|
